NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 4107; Cook County; Illinois,45114,439200,677,2494,2494,41152,1456,109,1337,399,1460,17,031,410700,17031410700,0.2714514835605453,0.08152580403889305,0.2732876712328767
Census Tract 4108; Cook County; Illinois,71989,367900,460,2770,2741,59513,1349,56,1956,524,2015,17,031,410800,17031410800,0.1678219627873039,0.028629856850715747,0.26004962779156326
Census Tract 4109; Cook County; Illinois,73828,344600,359,3693,3676,57431,1719,252,2300,950,3020,17,031,410900,17031410900,0.09766050054406965,0.10956521739130434,0.31456953642384106
Census Tract 4110; Cook County; Illinois,70893,184200,832,4548,4456,101478,1677,94,2346,600,3694,17,031,411000,17031411000,0.1867145421903052,0.040068201193520885,0.16242555495397942
Census Tract 4111; Cook County; Illinois,117500,562500,171,2359,1993,69972,1216,62,1215,215,1354,17,031,411100,17031411100,0.08580030105368791,0.05102880658436214,0.1587887740029542
Census Tract 4112; Cook County; Illinois,101071,490900,249,1698,1696,113769,1674,103,830,184,1187,17,031,411200,17031411200,0.14681603773584906,0.12409638554216867,0.15501263689974726
Census Tract 4201; Cook County; Illinois,-666666666,281700,547,1431,1431,21034,932,103,676,92,1036,17,031,420100,17031420100,0.3822501747030049,0.15236686390532544,0.0888030888030888
Census Tract 4202; Cook County; Illinois,44375,403100,654,2011,1723,25601,1391,174,792,275,1194,17,031,420200,17031420200,0.379570516540917,0.2196969696969697,0.23031825795644892
Census Tract 4203; Cook County; Illinois,42973,343800,502,2511,1484,21793,1422,127,1186,214,799,17,031,420300,17031420300,0.33827493261455527,0.10708263069139966,0.26783479349186484
Census Tract 4204; Cook County; Illinois,37946,260000,601,1463,1453,25685,1128,55,743,198,951,17,031,420400,17031420400,0.4136269786648314,0.0740242261103634,0.2082018927444795
Census Tract 4205; Cook County; Illinois,22309,169200,930,1751,1751,23347,754,158,768,188,1212,17,031,420500,17031420500,0.5311250713877784,0.20572916666666666,0.1551155115511551
Census Tract 4206; Cook County; Illinois,52989,143500,1036,2980,2980,23872,1287,191,1179,25,1665,17,031,420600,17031420600,0.3476510067114094,0.1620016963528414,0.015015015015015015
Census Tract 4207; Cook County; Illinois,38076,-666666666,849,2424,2424,24800,1171,165,1326,176,1739,17,031,420700,17031420700,0.3502475247524752,0.1244343891402715,0.1012075905692927
Census Tract 4208; Cook County; Illinois,47540,243800,565,2146,2146,28739,1593,132,994,254,1469,17,031,420800,17031420800,0.26328052190121154,0.13279678068410464,0.1729067392784207
Census Tract 4212; Cook County; Illinois,45550,225000,564,2049,2049,14817,1319,168,979,101,1068,17,031,421200,17031421200,0.2752562225475842,0.17160367722165476,0.0945692883895131
Census Tract 4301.01; Cook County; Illinois,31875,110900,1019,3776,3776,27870,1251,289,1976,418,2616,17,031,430101,17031430101,0.2698622881355932,0.14625506072874495,0.15978593272171254
Census Tract 4301.02; Cook County; Illinois,52955,204200,1345,3582,3582,33599,997,302,2016,336,2815,17,031,430102,17031430102,0.37548855388051366,0.1498015873015873,0.11936056838365897
Census Tract 4302; Cook County; Illinois,54479,383800,1429,5792,5792,44557,1041,356,3256,572,4220,17,031,430200,17031430200,0.2467196132596685,0.10933660933660934,0.13554502369668248
Census Tract 4303; Cook County; Illinois,38542,228700,866,2708,2631,22851,1304,342,1259,163,1685,17,031,430300,17031430300,0.3291524135309768,0.2716441620333598,0.09673590504451039
Census Tract 4304; Cook County; Illinois,41964,195600,855,3014,3000,27259,1220,202,1508,305,2222,17,031,430400,17031430400,0.285,0.13395225464190982,0.13726372637263726
Census Tract 4305; Cook County; Illinois,33322,261700,768,3531,3476,30630,985,272,1828,428,2875,17,031,430500,17031430500,0.22094361334867663,0.1487964989059081,0.1488695652173913
Census Tract 4306; Cook County; Illinois,43479,341200,512,1722,1722,35642,1159,88,768,202,1250,17,031,430600,17031430600,0.29732868757259,0.11458333333333333,0.1616
Census Tract 4307; Cook County; Illinois,32786,217300,579,1983,1771,26781,1306,473,1193,218,1514,17,031,430700,17031430700,0.3269339356295878,0.3964794635373009,0.14398943196829592
Census Tract 4308; Cook County; Illinois,61750,247800,244,1935,1923,37086,1326,128,973,300,1408,17,031,430800,17031430800,0.12688507540301613,0.131551901336074,0.21306818181818182
Census Tract 4309; Cook County; Illinois,38824,192400,392,1541,1541,32863,859,37,694,138,1329,17,031,430900,17031430900,0.254380272550292,0.053314121037463975,0.1038374717832957
Census Tract 4312; Cook County; Illinois,58661,267300,332,2892,2892,33688,784,280,1821,194,2257,17,031,431200,17031431200,0.11479944674965421,0.15376166941241076,0.08595480726628267
Census Tract 4313.01; Cook County; Illinois,47235,278200,1083,3702,3683,20824,1178,328,1891,240,2035,17,031,431301,17031431301,0.29405376052131416,0.17345319936541512,0.11793611793611794
Census Tract 4313.02; Cook County; Illinois,32083,-666666666,1677,3463,3463,29355,1081,584,1760,311,2428,17,031,431302,17031431302,0.48426220040427376,0.33181818181818185,0.12808896210873147
Census Tract 4314; Cook County; Illinois,48529,112500,2331,6850,6276,28668,1055,187,3193,545,4968,17,031,431400,17031431400,0.37141491395793497,0.058565612276855625,0.10970209339774557
Census Tract 4401.01; Cook County; Illinois,31894,-666666666,1175,3582,3582,22501,1056,357,1954,197,2985,17,031,440101,17031440101,0.3280290340591848,0.1827021494370522,0.0659966499162479
Census Tract 4401.02; Cook County; Illinois,31563,184500,1345,3185,3185,24739,965,222,1648,491,2306,17,031,440102,17031440102,0.42229199372056514,0.13470873786407767,0.21292281006071118
Census Tract 4402.01; Cook County; Illinois,39897,249700,1744,5310,5310,23411,1153,469,2348,608,3547,17,031,440201,17031440201,0.32843691148775894,0.19974446337308346,0.17141246123484635
Census Tract 4402.02; Cook County; Illinois,34651,264700,451,2608,2594,39698,973,145,1146,435,2015,17,031,440202,17031440202,0.17386276021588282,0.12652705061082026,0.21588089330024815
Census Tract 4403; Cook County; Illinois,59227,236800,316,4400,4400,41735,1204,549,2546,645,3340,17,031,440300,17031440300,0.07181818181818182,0.21563236449332285,0.19311377245508982
Census Tract 4406; Cook County; Illinois,68102,192300,223,1957,1957,37151,2045,55,1110,378,1233,17,031,440600,17031440600,0.1139499233520695,0.04954954954954955,0.30656934306569344
Census Tract 4407; Cook County; Illinois,81705,168100,269,1428,1428,32412,1294,94,662,121,911,17,031,440700,17031440700,0.18837535014005602,0.1419939577039275,0.132821075740944
Census Tract 4408; Cook County; Illinois,26890,141900,1008,1977,1922,18713,980,231,911,119,1149,17,031,440800,17031440800,0.5244536940686785,0.2535675082327113,0.10356832027850305
Census Tract 4409; Cook County; Illinois,56875,233000,600,2593,2593,32924,1145,322,1291,393,1752,17,031,440900,17031440900,0.23139220979560354,0.24941905499612704,0.2243150684931507
Census Tract 4503; Cook County; Illinois,45869,190200,461,2968,2968,30408,1128,244,1423,224,2175,17,031,450300,17031450300,0.1553234501347709,0.17146872803935348,0.10298850574712644
Census Tract 4601; Cook County; Illinois,42434,147500,569,2351,2234,20860,1117,190,1043,117,1495,17,031,460100,17031460100,0.25470008952551476,0.18216682646212848,0.0782608695652174
Census Tract 4602; Cook County; Illinois,29022,104900,871,2196,2195,20276,699,133,994,79,1681,17,031,460200,17031460200,0.3968109339407745,0.13380281690140844,0.046995835812016655
Census Tract 4603.01; Cook County; Illinois,44464,154300,752,2721,2721,26863,1208,150,1241,159,2105,17,031,460301,17031460301,0.27636898199191473,0.12087026591458501,0.07553444180522566
Census Tract 4603.02; Cook County; Illinois,48263,163200,825,3309,3309,23458,963,275,1559,223,2154,17,031,460302,17031460302,0.24932003626473254,0.1763951250801796,0.10352831940575673
Census Tract 4604; Cook County; Illinois,70169,240500,880,3817,3817,31298,1166,348,1898,340,2623,17,031,460400,17031460400,0.23054755043227665,0.1833508956796628,0.12962256957682045
Census Tract 4605; Cook County; Illinois,52768,217700,780,4954,4954,45650,914,211,2613,743,3909,17,031,460500,17031460500,0.15744852644327817,0.08075009567546881,0.19007418777180865
Census Tract 4608; Cook County; Illinois,36812,227900,1471,4257,4028,15670,962,199,1581,238,2258,17,031,460800,17031460800,0.36519364448857994,0.12586970271979758,0.1054030115146147
Census Tract 4610; Cook County; Illinois,14601,78900,523,1230,1225,13956,347,95,245,61,1098,17,031,461000,17031461000,0.4269387755102041,0.3877551020408163,0.05555555555555555
Census Tract 4701; Cook County; Illinois,47054,227400,617,2304,2304,30131,678,159,845,188,1717,17,031,470100,17031470100,0.2677951388888889,0.1881656804733728,0.10949330227140361
Census Tract 4801; Cook County; Illinois,72625,242400,292,1989,1886,43165,1116,57,867,220,1412,17,031,480100,17031480100,0.15482502651113467,0.0657439446366782,0.1558073654390935
Census Tract 4802; Cook County; Illinois,52132,153800,192,1029,1008,43939,1473,38,506,309,841,17,031,480200,17031480200,0.19047619047619047,0.07509881422924901,0.36741973840665876
Census Tract 4803; Cook County; Illinois,55772,240600,493,1296,1296,30896,1049,78,499,160,883,17,031,480300,17031480300,0.38040123456790126,0.156312625250501,0.1812004530011325
Census Tract 4804; Cook County; Illinois,70232,212100,397,4084,4020,48142,-666666666,189,2046,1003,3610,17,031,480400,17031480400,0.09875621890547263,0.09237536656891496,0.2778393351800554
Census Tract 4805; Cook County; Illinois,60700,210300,665,2831,2791,30351,1236,183,893,302,1977,17,031,480500,17031480500,0.23826585453242566,0.20492721164613661,0.15275670207384925
Census Tract 4902; Cook County; Illinois,60741,179200,329,2879,2852,36078,1164,404,1553,370,2247,17,031,490200,17031490200,0.11535764375876578,0.2601416613007083,0.16466399643969737
Census Tract 4905; Cook County; Illinois,87917,247300,167,1971,1759,41039,1610,67,1088,358,1409,17,031,490500,17031490500,0.09494030699260944,0.06158088235294118,0.2540809084457062
Census Tract 4906; Cook County; Illinois,71498,163400,175,1344,1344,32385,1668,112,606,247,934,17,031,490600,17031490600,0.13020833333333334,0.1848184818481848,0.2644539614561028
Census Tract 4907; Cook County; Illinois,41667,163800,751,2494,2494,21515,1106,198,964,162,1528,17,031,490700,17031490700,0.30112269446672013,0.2053941908713693,0.10602094240837696
Census Tract 4908; Cook County; Illinois,65929,165400,114,3573,3520,25739,956,279,1617,395,2491,17,031,490800,17031490800,0.03238636363636364,0.1725417439703154,0.1585708550782818
Census Tract 4909.01; Cook County; Illinois,33398,188100,1189,2758,2758,19630,1252,362,1279,254,1815,17,031,490901,17031490901,0.4311094996374184,0.2830336200156372,0.1399449035812672
Census Tract 4909.02; Cook County; Illinois,76333,183300,1075,4725,4676,32783,1037,126,2120,640,3417,17,031,490902,17031490902,0.22989734816082122,0.059433962264150944,0.18729880011706174
Census Tract 4910; Cook County; Illinois,36915,143300,1275,3412,3412,19261,962,220,1381,216,2269,17,031,491000,17031491000,0.37368112543962484,0.15930485155684287,0.09519612163948876
Census Tract 4911; Cook County; Illinois,79444,202400,231,4062,3798,32524,1174,168,1814,455,2986,17,031,491100,17031491100,0.060821484992101105,0.0926130099228225,0.15237776289350302
Census Tract 4912; Cook County; Illinois,57407,177000,334,1848,1827,26130,1444,99,716,121,1438,17,031,491200,17031491200,0.18281335522714834,0.138268156424581,0.08414464534075104
Census Tract 4913; Cook County; Illinois,37745,123500,807,2025,2020,18989,1316,270,965,101,1297,17,031,491300,17031491300,0.3995049504950495,0.27979274611398963,0.07787201233616037
Census Tract 4914; Cook County; Illinois,27381,-666666666,700,2515,2509,24994,1303,184,1270,115,1774,17,031,491400,17031491400,0.27899561578318055,0.14488188976377953,0.06482525366403608
Census Tract 5001; Cook County; Illinois,73780,163000,397,3283,3283,36979,1197,256,1826,350,2360,17,031,500100,17031500100,0.1209259823332318,0.140197152245345,0.1483050847457627
Census Tract 5002; Cook County; Illinois,49028,186100,277,1769,1758,21983,1245,57,750,161,1017,17,031,500200,17031500200,0.15756541524459614,0.076,0.1583087512291052
Census Tract 5003; Cook County; Illinois,52500,213100,494,1692,1692,38934,997,135,755,353,1268,17,031,500300,17031500300,0.2919621749408983,0.17880794701986755,0.278391167192429
Census Tract 5101; Cook County; Illinois,72543,155100,498,3129,3112,30763,1293,38,1537,297,2273,17,031,510100,17031510100,0.16002570694087404,0.0247234873129473,0.13066432028156622
Census Tract 5102; Cook County; Illinois,68056,145400,537,2985,2985,30010,1661,227,1340,334,2388,17,031,510200,17031510200,0.1798994974874372,0.16940298507462687,0.13986599664991625
Census Tract 5103; Cook County; Illinois,36232,117700,1729,4344,4304,20146,1187,406,1973,332,2944,17,031,510300,17031510300,0.4017193308550186,0.20577800304105423,0.11277173913043478
Census Tract 5201; Cook County; Illinois,46786,152600,417,1816,1816,17393,748,104,659,75,1112,17,031,520100,17031520100,0.22962555066079296,0.15781487101669195,0.06744604316546762
Census Tract 5202; Cook County; Illinois,47436,113300,1299,3485,3484,21087,1069,277,1459,161,2009,17,031,520200,17031520200,0.37284730195177956,0.18985606579849212,0.08013937282229965
Census Tract 5203; Cook County; Illinois,60639,157700,896,6186,6186,23245,1098,242,3200,215,3773,17,031,520300,17031520300,0.14484319430973167,0.075625,0.056983832494036574
Census Tract 5204; Cook County; Illinois,50751,181900,850,3589,3589,26548,865,253,1606,217,2387,17,031,520400,17031520400,0.23683477291724714,0.15753424657534246,0.09090909090909091
Census Tract 5205; Cook County; Illinois,90651,215900,545,4908,4908,38116,1674,147,2456,492,3313,17,031,520500,17031520500,0.11104319478402608,0.05985342019543974,0.14850588590401448
Census Tract 5206; Cook County; Illinois,75417,189500,329,2703,2703,27834,1346,72,1212,217,1609,17,031,520600,17031520600,0.121716611172771,0.0594059405940594,0.1348663766314481
Census Tract 5301; Cook County; Illinois,30283,-666666666,447,1678,1678,20804,1049,137,649,85,1297,17,031,530100,17031530100,0.266388557806913,0.2110939907550077,0.06553585196607556
Census Tract 5302; Cook County; Illinois,43800,124900,710,3779,3779,21262,1338,431,1601,354,2838,17,031,530200,17031530200,0.18788039163799947,0.2692067457838851,0.12473572938689217
Census Tract 5303; Cook County; Illinois,69177,160200,372,3482,3482,31476,1613,148,1758,308,2609,17,031,530300,17031530300,0.10683515221137277,0.08418657565415244,0.11805289382905328
Census Tract 5304; Cook County; Illinois,63750,146900,629,2102,2102,27693,1266,82,871,85,1280,17,031,530400,17031530400,0.29923882017126546,0.09414466130884042,0.06640625
Census Tract 5305.01; Cook County; Illinois,44292,111100,2857,5885,5884,21037,1488,935,2862,306,3049,17,031,530501,17031530501,0.48555404486743714,0.32669461914744935,0.10036077402427025
Census Tract 5305.02; Cook County; Illinois,76500,172600,313,1335,1335,31980,-666666666,134,744,121,1046,17,031,530502,17031530502,0.2344569288389513,0.18010752688172044,0.11567877629063097
Census Tract 5305.03; Cook County; Illinois,52857,167300,510,3668,3668,26593,1594,261,1613,248,2621,17,031,530503,17031530503,0.1390403489640131,0.16181029138251704,0.09462037390309043
Census Tract 5306; Cook County; Illinois,66974,177300,443,2620,2585,28123,990,99,1151,352,2178,17,031,530600,17031530600,0.17137330754352031,0.08601216333622937,0.16161616161616163
Census Tract 5401.01; Cook County; Illinois,13585,120800,2504,4115,4115,12034,636,426,1413,0,1982,17,031,540101,17031540101,0.608505467800729,0.30148619957537154,0.0
Census Tract 5401.02; Cook County; Illinois,21107,98100,2156,3403,3403,18841,673,358,1180,63,1713,17,031,540102,17031540102,0.6335586247428739,0.30338983050847457,0.03677758318739054
Census Tract 5501; Cook County; Illinois,54605,203800,705,6161,6160,32890,1278,273,2885,447,4226,17,031,550100,17031550100,0.11444805194805195,0.09462738301559792,0.10577378135352579
Census Tract 5502; Cook County; Illinois,78357,185500,159,2692,2692,35948,1151,91,1085,314,1855,17,031,550200,17031550200,0.05906389301634472,0.08387096774193549,0.16927223719676548
Census Tract 5601; Cook County; Illinois,74318,273100,108,1197,943,40660,1083,21,416,84,950,17,031,560100,17031560100,0.11452810180275716,0.05048076923076923,0.08842105263157894
Census Tract 5602; Cook County; Illinois,58158,235100,141,1716,1716,23418,1438,55,627,103,1098,17,031,560200,17031560200,0.08216783216783216,0.08771929824561403,0.09380692167577413
