Unnamed: 0,id,permit_,permit_type,application_start_date,issue_date,street_number,street_name,work_type,work_description,subtotal_waived,total_fee,census_tract,ward,xcoordinate,ycoordinate,issue_year,issue_month,issue_day,is_solar,is_flood
24,1013944,B000124021,PERMIT – EXPRESS PERMIT PROGRAM,2002-09-04T00:00:00.000,2007-07-07T00:00:00.000,2135.0,KILBOURN AVE,Electrical Work,ELECTRICAL SERVICE FOR CTA TRAIN CONTROL SYSTEM BUNGALOW.,0.0,150.0,292500.0,24.0,1146762.5884953467,1889298.6259081063,2007,7,7,0,1
99,1109504,B000145947,PERMIT – EXPRESS PERMIT PROGRAM,2003-03-15T00:00:00.000,2007-07-07T00:00:00.000,147.0,47TH ST,Electrical Work,TEMPORARY OFFICE TRAINER CONNECTION,0.0,40.0,370300.0,20.0,1176002.3528886205,1873801.518607514,2007,7,7,0,1
3085,1624782,100079046,PERMIT - RENOVATION/ALTERATION,2005-11-16T00:00:00.000,2006-03-28T00:00:00.000,7750.0,HASKINS AVE,,REPLACE/UPGRADE EXISTING TRAIN WASHER SYSTEM AS PER PLANS.,0.0,4748.0,,,1163056.7475471676,1951384.6054334957,2006,3,28,0,1
5147,1639030,100087675,PERMIT - RENOVATION/ALTERATION,2006-01-05T00:00:00.000,2006-01-05T00:00:00.000,180.0,LA SALLE ST,,"INTERIOR ALTERATIONS TO EXISTING 8TH FLOOR OFFICE SPACE (FOR NEW TRAINING ROOM) PER PLANS.                                                       -NO STRUCTURAL WORK, NO NEW MECHANICAL WORK, NO PLUMBING WORK, MINOR ELECTRICAL WORK.                                                                                                                              (CONDITIONAL PERMIT, SUBJECT TO FIELD VERIFICATION).",0.0,445.0,,,1175064.8760556693,1901624.9677321224,2006,1,5,0,1
7494,1644549,100091054,PERMIT - RENOVATION/ALTERATION,2006-01-20T00:00:00.000,2006-02-06T00:00:00.000,6921.0,KENWOOD AVE,,REPLACE FLOOR HATCH AND CONCRETE FLOOR INFILL AND ROOF DRAIN LEAK CONTAINMENT PANS. AS PER PLANS.,0.0,495.0,,,1186417.032795732,1859375.3200179555,2006,2,6,0,1
7650,1644990,100091309,PERMIT - RENOVATION/ALTERATION,2006-01-23T00:00:00.000,2006-04-12T00:00:00.000,10.0,35TH ST,,"REPLACEMENT OF EXISTING PLAZA TOPPING SLAB, WATERPROOF MEMBRANE AND DRAINAGE SYSTEM. NEW SITE LIGHTING AND PLANTERS. JOB INCLUDES DEMO AND REPLACE OUTSIDE MACHINE SHED AS PER PLAN",16860.0,16860.0,,,1176749.9009340925,1881839.3588424933,2006,4,12,0,1
7885,1645711,100091655,PERMIT - SIGNS,2006-01-24T00:00:00.000,2006-01-24T00:00:00.000,840.0,IRVING PARK RD,,SOUTH BUILDING ELEVATION ILLUMINATED BY 4 FLOOD LITES  386564,0.0,467.5,,,1169802.499889528,1926801.7522837848,2006,1,24,0,1
7889,1645718,100091659,PERMIT - SIGNS,2006-01-24T00:00:00.000,2006-01-24T00:00:00.000,840.0,IRVING PARK RD,,NORTH BUILDING ELEVATION EXTERNAL FLOOD ILLUMINATION  386565,0.0,467.5,,,1169802.499889528,1926801.7522837848,2006,1,24,0,1
8497,1646933,100092487,PERMIT - EASY PERMIT PROCESS,2006-01-27T00:00:00.000,2006-01-30T00:00:00.000,6334.0,CLARK ST,,REMOVAL OF PVC FLOOR DRAINS IN BASEMENT AND INSTALLATION OF CAST IRON FLOOR DRAINS ACCORDING TO CODE.,0.0,70.0,,,1164411.0849635378,1942330.093081185,2006,1,30,0,1
10195,1650919,100094954,PERMIT - EASY PERMIT PROCESS,2006-02-08T00:00:00.000,2006-02-08T00:00:00.000,1843.0,54TH ST,,CONNECT TWO KITCHEN DRAIN LINES TO EXISTING STACK PER CODE.,0.0,70.0,,,1164804.176959714,1868840.28202374,2006,2,8,0,1
11242,1653023,100096249,PERMIT - EASY PERMIT PROCESS,2006-02-15T00:00:00.000,2006-02-15T00:00:00.000,1617.0,55TH ST,,REPACE 7 PLUMBING FIXTURES AND 2 FLOOR DRAIN ALL IN SAME LOCATION.,0.0,145.0,,,1187779.2672751057,1868801.8844664104,2006,2,15,0,1
11288,1653102,100096324,PERMIT - EASY PERMIT PROCESS,2006-02-15T00:00:00.000,2006-02-15T00:00:00.000,6703.0,CLARK ST,,"INSTALL FLOOR DRAIN, NEW MOP BASIN WITH FAUCET",0.0,140.0,,,1163897.7288931466,1944612.206694804,2006,2,15,0,1
12657,1656151,100098287,PERMIT - RENOVATION/ALTERATION,2006-02-27T00:00:00.000,2006-04-14T00:00:00.000,5439.0,BROADWAY,,"INTERIOR BUILDOUT OF AN OFFICE TO INCLUDE NEW INTERIOR WALLS, NEW LIGHTING , NEW OUTLETS, NEW FLOOR FLOOR DRAIN, NEW SINK.",0.0,940.0,,,1167364.9326693094,1936437.88323716,2006,4,14,0,1
13073,1656989,100098873,PERMIT - EASY PERMIT PROCESS,2006-03-01T00:00:00.000,2006-03-01T00:00:00.000,8227.0,WABASH AVE,,REPAIR CAST-IRON STORM RECONNECT DOWNSPOUTS AND WINDOW WELL AREA DRAINS STAMP PLAN VIEW ON SITE,0.0,70.0,,,1178185.2694722791,1850352.9719516037,2006,3,1,0,1
13436,1657890,100099415,PERMIT - RENOVATION/ALTERATION,2006-03-13T00:00:00.000,2006-03-15T00:00:00.000,2759.0,KOMENSKY AVE,,GFI AND RELOCATE SWITCH FOR LIGHT. NEW VALVE AND INCREASE DRAIN IN BATHROOM.,245.0,245.0,,,1149872.648543886,1885107.4979273835,2006,3,15,0,1
14338,1659992,100100626,PERMIT - EASY PERMIT PROCESS,2006-03-09T00:00:00.000,2006-03-09T00:00:00.000,6840.0,PULASKI RD,,"REPAIRS TO KITCHEN REPLACE PLUMBING FIXTURES & 4 LIGHT FIXTURES / OUTLETS AND REPLACE DRYWALL AS NEEDED, ALSO REPLACE EXHAUST FLOOD FAN.  ALL WORK IN KITCHEN SAME AS EXISTING.",0.0,360.0,,,1150843.7615357055,1858753.4993968236,2006,3,9,0,1
14565,1660431,100100915,PERMIT - EASY PERMIT PROCESS,2006-03-10T00:00:00.000,2006-03-10T00:00:00.000,7041.0,WABASH AVE,,"REPAIRS TO EXISTING BASEMENT PARTITIONS, REMOVE / REPLACE DRYWALL DUE TO FLOOD DAMAGE.ELECTRICAL REPAIRS TO INCLUDE REPLACING ALL DAMAGED OUTLETS. ALL WORK SAME AS EXISTING.",0.0,175.0,,,1177989.068763818,1858173.9481661615,2006,3,10,0,1
15156,1661762,B100101764,PERMIT – EXPRESS PERMIT PROGRAM,2006-03-15T00:00:00.000,2006-03-15T00:00:00.000,2200.0,CANNON DR,Electrical Work,"ANNUAL ELECTRICAL INSPECTION FOR AFRICAN SAFARI SIMULATOR,CHILDRENS TRAIN,AND JUDY KELLER EDUCATION CENTER.",0.0,0.0,71400.0,43.0,1175050.8689222592,1914969.883050687,2006,3,15,0,1
15329,1662166,100102025,PERMIT - EASY PERMIT PROCESS,2006-03-16T00:00:00.000,2006-03-16T00:00:00.000,5259.0,WINONA ST,,PLUMBING ONLY. REPAIR BROKEN DRAIN TILE.,0.0,70.0,,,1140124.6722103558,1933700.0928703616,2006,3,16,0,1
15533,1662554,100102292,PERMIT - EASY PERMIT PROCESS,2006-03-17T00:00:00.000,2006-03-17T00:00:00.000,5757.0,CICERO AVE,,REPAIR / REPLACE STORM WATER DRAINAGE SOUTHWEST HANGER STAMPED SET ON SITE.,0.0,70.0,,,1145712.3668460543,1865833.8187618344,2006,3,17,0,1
17437,1667039,100104967,PERMIT - RENOVATION/ALTERATION,2006-03-31T00:00:00.000,2006-07-24T00:00:00.000,2900.0,LAKE SHORE DR,,"ERECTING VISITOR CANOPY AND INSTALLING ITS CAISSONS, MODIFY ENTRANCE DRIVEWAY, RELOCATE STATUE, INSTALLATION OF FLAGPOLE AND BENCHES, RELOCATION OF THE CTA BUS STOP, NEW LANDSCAPE, AND REWORK EXISTING DRAINAGE SYSTEM.",10594.0,10594.0,,,1173769.877467038,1919456.1684045864,2006,7,24,0,1
17651,1667708,100105307,PERMIT - EASY PERMIT PROCESS,2006-04-03T00:00:00.000,2006-04-03T00:00:00.000,2748.0,63RD ST,,"SELECTIVE WALL, CEILING AND FLOOR ACCESS HOLES TO EXPOSE EXISTING WATER AND DRAIN PIPING FOR LAY OUT ONLY. EXPLORATORY EXAMINATION ONLY, NO INTERIOR DEMOLITION OR REHABILITATION WORK ON THIS PERMIT. ALL WORK SUBJECT TO FIELD INSPECTION.",0.0,160.0,,,1158925.4209689235,1862793.902095321,2006,4,3,0,1
18375,1669415,100106392,PERMIT - EASY PERMIT PROCESS,2006-04-07T00:00:00.000,2006-04-07T00:00:00.000,1657.0,ST LOUIS AVE,,REPAIR KITCHEN SINK DRAIN FIRST FLOOR AND LAUNDRY BOX DRAIN IN BASEMENT.,0.0,70.0,,,1153356.006251294,1891209.8820804425,2006,4,7,0,1
20352,1674064,B100109265,PERMIT – EXPRESS PERMIT PROGRAM,2006-05-08T00:00:00.000,2006-05-09T00:00:00.000,2000.0,DIVERSEY PKWY,Electrical Work,"LANSCAPE LIGHTING: (45)PATHWAY LTS,(6) FLOODS,(8)SPOTLIGHTS, & (2) TIMECLOCKS. INCLUDING ALL NEW CONDUIT & CIRCUITS.",0.0,158.0,514.0,1.0,1162519.7149340245,1918635.4176364837,2006,5,9,0,1
22216,1678335,100111773,PERMIT - EASY PERMIT PROCESS,2006-05-09T00:00:00.000,2006-05-09T00:00:00.000,4545.0,CERMAK RD,,"REMOVE / REPLACE ENTIRE EXISTING ROOF COVERING DOWN TO STRUCTUAL DECK, REMOVE / REPLACE GUTTERS, ALL ROOF RELATED SHEET METAL, NO ALTERATIONS TO ANY STRUCTUAL COMPONENTS OF THE BUILDING, NO CHANGES TO PLUMBING DRAINS. ALL WORK SAME AS EXISTING.",0.0,24715.0,,,1146290.9271821985,1888947.6622662663,2006,5,9,0,1
22763,1679641,100112473,PERMIT - EASY PERMIT PROCESS,2006-05-12T00:00:00.000,2006-05-12T00:00:00.000,309.0,WASHINGTON ST,,REMOVE AND REPLACE ROOF TO DECK. REPLACE ROOF DRAINS AS NEEDED. REMOVE AND REPLACE DOOR AT BOILER ROOM AS PER CONTRACT.,0.0,2205.0,,,1174241.1734838956,1900761.9388812191,2006,5,12,0,1
23524,1681355,100113521,PERMIT - EASY PERMIT PROCESS,2006-05-18T00:00:00.000,2006-05-18T00:00:00.000,5607.0,RACINE AVE,,REPLACE PLUMBING FIXTURES ONLY.REPAIR FLOOR DRAIN,0.0,55.0,,,1169317.7089013318,1867557.645636922,2006,5,18,0,1
24181,1682843,100114381,PERMIT - EASY PERMIT PROCESS,2006-05-23T00:00:00.000,2006-05-23T00:00:00.000,2733.0,KIMBALL AVE,,"REMOVE AND REPLACE THREE KITCHEN SINKS,KITCHEN STACKS,REPAIR WATER PIPING &  INSTALL THREE GREY BOXES WITH FLOOR DRAINS  REMOVE /REPLACE TUBS SHOWERS VALVES,TOILETS. ALL WORK PER CITY CODE.",0.0,195.0,,,1153282.97949324,1918122.1512912312,2006,5,23,0,1
24539,1683638,100114856,PERMIT - EASY PERMIT PROCESS,2006-05-25T00:00:00.000,2006-05-25T00:00:00.000,4252.0,ARMITAGE AVE,,ADD ON REPAIR DRAINS ON 1ST AND 2ND FLOOR PER FIELD PLUMBING INSPECTOR.REVISION TO APPLICATION #100111285.,0.0,70.0,,,1147478.564029576,1912982.074562614,2006,5,25,0,1
24810,1684174,B100115195,PERMIT – EXPRESS PERMIT PROGRAM,2006-05-26T00:00:00.000,2006-07-14T00:00:00.000,2221.0,ELSTON AVE,Electrical Work,INSTALLATION OF A LOW VOLTAGE SECURITY ALARM 131-06103-07 GRAINGER,0.0,40.0,221800.0,32.0,1164004.6305646016,1914853.7652630168,2006,7,14,0,1
25873,1686744,100116891,PERMIT - RENOVATION/ALTERATION,2006-06-06T00:00:00.000,2006-06-13T00:00:00.000,5001.0,MOBILE AVE,,ENLARGE DRAIN (RELOCATE) IN BATH-RELOCATE LIGHT OVER VANITY-RELOCATE SWITCH.,0.0,85.0,,,1133257.252898001,1932940.6587042832,2006,6,13,0,1
26107,1687331,100117200,PERMIT - EASY PERMIT PROCESS,2006-06-07T00:00:00.000,2006-06-07T00:00:00.000,3436.0,LINCOLN AVE,,"REVISION TO PERMIT #1000106754 ISSUED ON 4/11/06 TO  INSTALL WATER HEATER, MOP SINK, DRINKING FOUNTAIN, 2 DRAIN FLOORS, 3"" GAS AND WATER PIPES TO REMIAN THE SAME.",0.0,95.0,,,1164170.07004132,1922952.134012892,2006,6,7,0,1
27445,1690212,100118950,PERMIT - EASY PERMIT PROCESS,2006-06-16T00:00:00.000,2006-06-19T00:00:00.000,1434.0,CHICAGO AVE,,"REPLACE EXISTING SERVICE COUNTER. REPAIR MAPLE FLOOR, INSTALL ELECTRICAL OUTLETS, REPLACE PLUMBING DRAIN. GROUND FLOOR.",0.0,300.0,,,1166531.6751780943,1905490.0230906603,2006,6,19,0,1
28921,1693762,100121046,PERMIT - EASY PERMIT PROCESS,2006-06-28T00:00:00.000,2006-06-28T00:00:00.000,2721.0,LEXINGTON ST,,REPLACE AND REPAIR WATER AND DRAIN LINES.PLUMBING ONLY.,0.0,70.0,,,1158246.0594191889,1896550.1289115448,2006,6,28,0,1
29118,1694054,100121278,PERMIT - EASY PERMIT PROCESS,2006-06-29T00:00:00.000,2006-06-29T00:00:00.000,61.0,JACKSON BLVD,,"REPAIRS TO EXISTING CANOPY: REMOVE EXISTING FABRIC, SHEET METAL ROOFING & GUTTER, FLASHIGN, EXISTING LIGHTING AND HEAT LAMPS. REPLACE WITH FLAT SEAM METAL ROOF, GUTTER DRAIN, FLASHING, NEW LIGHTING AND INFRARED HEATERS.",0.0,1444.0,,,1175785.132227864,1898935.1953862095,2006,6,29,0,1
29470,1694699,B100121773,PERMIT – EXPRESS PERMIT PROGRAM,2006-07-05T00:00:00.000,2006-07-05T00:00:00.000,4612.0,KEELER AVE,Electrical Work,A)REPAIR ELECTRICAL POWER SERVICE(INSTALL RAIN TIGHT FITTING.(LISTED VIOLATION),0.0,90.0,570200.0,14.0,1149094.1838987106,1873644.7796287928,2006,7,5,0,1
29942,1695814,100122557,PERMIT - RENOVATION/ALTERATION,2006-07-06T00:00:00.000,2006-07-28T00:00:00.000,8301.0,ANTHONY AVE,,"WORK AREA WITHIN EXISTING STORAGE AREA BELOW 83RD ST. BRIDGE & CHICAGO SKYWAY. IMPROVEMENTS INCLUDE PARKING SLAB, DRAINAGE IMPROVEMENTS, WATER SERVICE, OVERHEAD LIGHTING, ELECTRICAL PANEL UPGRADE, TRUCK EXHAUST DETECTION, PREFAB OFFICE & FOUNDATION. (NO VENT WORK WITHIN PERMIT SCOPE)",0.0,4734.0,,,1190219.8385855565,1850337.3720820616,2006,7,28,0,1
30392,1696693,100123193,PERMIT - EASY PERMIT PROCESS,2006-07-10T00:00:00.000,2006-07-10T00:00:00.000,4916.0,IRVING PARK RD,,"RUN EXISTING FLOOR DRAIN TO ICE MACHINE,EXTEND 4'' THROUGH FLOOR.",0.0,70.0,,,1142768.3023371142,1926179.2529854428,2006,7,10,0,1
30975,1698031,100123989,PERMIT - EASY PERMIT PROCESS,2006-07-13T00:00:00.000,2006-07-13T00:00:00.000,12305.0,HALSTED ST,,REPLACE 4 PLUMBING FIXTURES AND REPAIR FLOORDRAIN ALL WORK IN SAME LOCATION.,0.0,70.0,,,1173263.8950978168,1823221.964971371,2006,7,13,0,1
30980,1698044,100123995,PERMIT - RENOVATION/ALTERATION,2006-07-14T00:00:00.000,2006-09-05T00:00:00.000,1329.0,SPAULDING AVE,,ADD NEW HVAC SYSTEM REMODEL STAIR AREA RE-ARRANGE BED ROOM LAYOUTS AND ADDING 3 HOT WATER HEATERS IN UNIT UTILITY CLOSETS ALSO INSTALLING FLOORDRAIN IN AREA WHERE HOT WATER HEATERS OUR BEING INSTALLED.,731.0,731.0,,,1154619.830415254,1893514.2121998249,2006,9,5,0,1
31084,1698259,100124118,PERMIT - EASY PERMIT PROCESS,2006-07-13T00:00:00.000,2006-07-14T00:00:00.000,7467.0,SHERIDAN RD,,"REPLACE WINDOWS SAME SIZE AND LOCATION, REPAIR BRICK CHIMNEY AND BRICK FRONT PORCH DRAIN OUTLET.",0.0,135.0,,,1165705.8124662696,1949921.955145526,2006,7,14,0,1
32222,1700750,100125713,PERMIT - RENOVATION/ALTERATION,2007-04-03T00:00:00.000,2007-05-16T00:00:00.000,1235.0,SPAULDING AVE,,"INTERIOR ALTERATIONS TO EXISTING 2 RESIDENTIAL FLAT: REPLACE 2 GAS FIRED FURNACES & A/C UNITS, REPLACE ALL PLUMBING FIXTURES, EXIST. WATER HEATER TO REMAIN. INSTALL FLOOR DRAIN @ 2ND FLR. REMOVE EXIST. BOILER & RADIATORS.  ERECT PARTITION AROUND NEW FURNACE @ 2ND FLOOR & REPLACE SOFFITS FOR NEW DUCTWORK. PROVIDE ACCESS HATCH TO ROOF. EXIST. REAR PORCH NO WORK.",657.0,657.0,,,1154602.4512713065,1894121.3209383804,2007,5,16,0,1
35919,1710550,100131324,PERMIT - EASY PERMIT PROCESS,2006-08-15T00:00:00.000,2006-08-18T00:00:00.000,8125.0,THROOP ST,,"DECONVERT BASEMENT UNIT TO ORIGINAL UNOCCUPIED BASEMENT. REMOVE KITCHEN SINK AND RANGE. CAP WATER LINES, DRAIN AND GAS LINE BEHIND WALLS. PATCH DRYWALL AS REQUIRED. ALL WORK SAME AS EXISTING.",0.0,410.0,,,1169115.951106221,1850781.0044670363,2006,8,18,0,1
40261,1723671,100137121,PERMIT - EASY PERMIT PROCESS,2006-09-15T00:00:00.000,2006-09-15T00:00:00.000,2035.0,NARRAGANSETT AVE,,"PHASE 2 OF 2 -AMMONIA 717- REPAIRS /UPGRADE/HP RECEIVER 72""X 13'5""/ PROVIDE 100 TON FLOODED PLATE & FRM GLYCOL HT EXCHANGER WITH SURGE DRUM/PROVIDE ONE PENTHOUSE EVAPORATOR/ ENGINE ROOM MODIFICATION/ INSULATE & PIPING PLUS START-UP & TEST.",0.0,600.0,,,1133456.1371568467,1913025.0979459656,2006,9,15,0,1
40521,1724605,100137558,PERMIT - EASY PERMIT PROCESS,2006-09-18T00:00:00.000,2006-09-18T00:00:00.000,100.0,BELLEVUE PL,,"REPAIR/REPLACE SUPPLY ,RETURN AND CONDENSATE DRAIN RISERS.",0.0,100.0,,,1176899.0651593104,1907567.948245873,2006,9,18,0,1
42397,1729308,100140065,PERMIT - RENOVATION/ALTERATION,2006-09-29T00:00:00.000,2006-10-17T00:00:00.000,435.0,ILLINOIS ST,,"INSTALL NEW CANOPY ON EXISTING MASONRY BUILDING, INCLUDING LIGHTING & PLUMBING DRAINS. REFINISH EXISTING CONCRETE SIDEWALK W/ GRANITE.",0.0,1380.0,,,1179468.726450604,1903673.460297224,2006,10,17,0,1
42815,1730427,B100140754,PERMIT – EXPRESS PERMIT PROGRAM,2006-10-03T00:00:00.000,2006-10-03T00:00:00.000,835.0,MICHIGAN AVE,Electrical Work,POWER FOR TRAIN AT WATER TOWER,0.0,50.0,81300.0,2.0,1177375.297250749,1906125.08793486,2006,10,3,0,1
43355,1731574,100141483,PERMIT - EASY PERMIT PROCESS,2006-10-05T00:00:00.000,2006-10-05T00:00:00.000,732.0,90TH ST,,"REPAIR/REPLACE DRYWALL (1/2"")(5/8"") AS NEEDED (NO ELECTRICAL WORK) & REPAIR DRAIN TILE, REPAIR CONCRETE FLOOR- ALL WORK SAME AS EXISTING",0.0,226.25,,,1182847.1630599124,1845506.2419125796,2006,10,5,0,1
43520,1731869,100141694,PERMIT - EASY PERMIT PROCESS,2006-10-06T00:00:00.000,2006-10-06T00:00:00.000,1400.0,LAKE SHORE DR,,"INTERIOR WORK ONLY, REPAIRS AFTER FLOOD, REPLACE HARDWOOD FLOORING, DRYWALL REPAIRS, PAINT, AND ELECTRICAL REPAIRS. WORK TO BE DONE IN UNIT 5B ONLY.",0.0,318.0,,,1176804.4723490947,1909826.075634884,2006,10,6,0,1
43562,1731923,100141740,PERMIT - EASY PERMIT PROCESS,2006-10-10T00:00:00.000,2006-10-10T00:00:00.000,5021.0,DORCHESTER AVE,,REPLACE FIXTURES AND REPAIR COPPER PIPE DRAIN AND VENTS AS NEEDED. UNIT #1 ONLY. PLUMBING ONLY. ALL WORK SAME AS EXISTING.,0.0,190.0,,,1186447.6116264116,1871898.3920768888,2006,10,10,0,1
43951,1732824,100142308,PERMIT - EASY PERMIT PROCESS,2006-10-11T00:00:00.000,2006-10-11T00:00:00.000,6322.0,GRAND AVE,,"REPLACING ONE 3 COMPARTMENT SINK, 1 HAND SINK,AND REPAIR DRAIN AND VENT HOT & COLD WATER PIPING.",0.0,230.0,,,1133793.5011350536,1914742.3004430125,2006,10,11,0,1
43966,1732851,100142323,PERMIT - RENOVATION/ALTERATION,2006-10-11T00:00:00.000,2006-10-27T00:00:00.000,13131.0,FORRESTVILLE AVE,,"BATHROOM RENOVATION TO INCLUDE: INSTALL NEW DRAIN, VALVE, 1 GFCI NEAR SINK. EXHAUST FAN, LIGHT FIXTURE, ROLL IN SHOWER. RELOCATE LIGHT FIXTURES NEAR LIGHT ENTRY DOOR. CONSTRUCT A WOODEN PLATFORM, STAIR RAMP.",0.0,363.0,,,1182353.3231751255,1818247.1744161467,2006,10,27,0,1
44062,1733186,100142456,PERMIT - RENOVATION/ALTERATION,2006-10-12T00:00:00.000,2006-10-31T00:00:00.000,9933.0,CHARLES ST,,"INTERIOR ALTERATIONS & REPAIRS INCLUDING INSTALL NEW INSULATION, NEW DRYWALL, PLUMBING DRAIN & SUPPLY LINES FOR SHOWER STALL ON 2ND FLOOR IN SINGLE FAMILY RESIDENCE PER PLANS (NO ELECTRICAL, NO HVAC WORK)",0.0,260.0,,,1167801.7062915957,1838742.9691414165,2006,10,31,0,1
44153,1733421,100142570,PERMIT - EASY PERMIT PROCESS,2006-10-12T00:00:00.000,2006-10-12T00:00:00.000,2018.0,SEMINARY AVE,,INSTALL TWO FLOOR DRAINS AND ONE HOSE BIB IN GARAGE.,0.0,70.0,,,1168602.5813118345,1913679.711775505,2006,10,12,0,1
44194,1733510,100142620,PERMIT - NEW CONSTRUCTION,2006-10-13T00:00:00.000,2007-06-04T00:00:00.000,3854.0,OAKLEY AVE,,"REMOVE EXISTING & REPLACE ENCLOSED REAR PORCH. ADD NEW DECK, MINOR ELECTRICAL & SEWERAGE & DRAINAGE WORK",0.0,469.9,,,1160301.3594128091,1925773.9802627305,2007,6,4,0,1
44301,1733755,100142746,PERMIT - EASY PERMIT PROCESS,2006-10-13T00:00:00.000,2006-10-13T00:00:00.000,6916.0,BENNETT AVE,,"REPLACE KITHCEN CABINETS, COUNTERS, SINKS, FLOORS. REPLACE BATHROOM TILE, SHOWER, DRAIN, SINK & TOILET REPLACE A TOTAL OF 9 PLUMBING FIXTURES.. REPAIR/REPLACE DRYWALL DUE TO DRAIN LEAKEAGE.",0.0,1540.0,,,1190031.7937700232,1859401.1351878883,2006,10,13,0,1
44455,1734275,100143039,PERMIT - EASY PERMIT PROCESS,2006-10-16T00:00:00.000,2006-10-16T00:00:00.000,7033.0,KEDZIE AVE,,REPLACING EXISTING PLUMBING SUPPLY LINES AND DRAIN IN LAUNDRY ROOM.,0.0,70.0,,,1153906.9126944796,1946563.2416760272,2006,10,16,0,1
44697,1734840,100143364,PERMIT - EASY PERMIT PROCESS,2006-10-17T00:00:00.000,2006-10-20T00:00:00.000,1012.0,MOZART ST,,REPLACE EXISTING DRAIN TILES UNDER CONCRETE FLOOR.,0.0,205.0,,,1157159.7030562398,1906679.7867084583,2006,10,20,0,1
44867,1735336,100143647,PERMIT - EASY PERMIT PROCESS,2006-10-18T00:00:00.000,2006-10-18T00:00:00.000,3968.0,ELLIS AVE,,INSTALL NEW ROOF MEMBRANE OVER EXISTING ROOF MEMBRANE. REPAIR ROOF DRAIN PIPING. INSTALL ELECTRICAL OUTLETS FOR HEAT TRACE CABLE.,0.0,655.0,,,1182959.5182562417,1878744.6868645777,2006,10,18,0,1
45220,1736251,100144159,PERMIT - SIGNS,2007-04-10T00:00:00.000,2007-04-10T00:00:00.000,3302.0,ASHLAND AVE,,"ILLUMINATED CHANNEL LETTER (AVON TRAINING CENTER) HEIGHT OF LETTER=20"" AND 10"" TOTAL SIGN AREA : 12'(W) X 32""(H)=32 SQF",0.0,131.0,,,1166166.0845450044,1882833.104724033,2007,4,10,0,1
46328,1739564,100145780,PERMIT - EASY PERMIT PROCESS,2006-10-30T00:00:00.000,2006-10-30T00:00:00.000,4509.0,MICHIGAN AVE,,REPAIR EXISTING WATER PIPING AND DRAIN IN LAUNDRY ROOM AND REPLACE HOT AND COLD WATER VALVE TO WASHERS.,0.0,70.0,,,1177952.6292553295,1875169.7059134536,2006,10,30,0,1
46400,1739850,B100145912,PERMIT – EXPRESS PERMIT PROGRAM,2006-10-31T00:00:00.000,2006-11-01T00:00:00.000,1650.0,79TH ST,Electrical Work,CHANGE 2 100 AMP FEEDS TO ONE 200 AMP SERVICE AND METER AND INSTALL PROPER GROUNDING. SECURE PIPES TO WALLS. REMOVE AND REPLACE OLD WIRING AND BX. INSTALL FLOODLIGHTS ON BACK OF BUILDING.,0.0,50.0,431100.0,8.0,1188794.1803827565,1852971.8710799075,2006,11,1,0,1
46892,1741278,100146680,PERMIT - EASY PERMIT PROCESS,2006-11-02T00:00:00.000,2006-11-02T00:00:00.000,3749.0,FULLERTON AVE,,"PLUMBING WORK ONLY. REPLACE FLOOR DRAINS, ADA ACCESSIBLE, CHANGE PVC TO CAST IRON PER PLUMBING INSP, AND REPLACE 2 TOILETS.",0.0,125.0,,,1150771.2074707788,1915649.4075186972,2006,11,2,0,1
47205,1742221,100147210,PERMIT - EASY PERMIT PROCESS,2006-11-06T00:00:00.000,2006-11-06T00:00:00.000,140.0,WALTON ST,,REVISION TO PERMIT #100079521 TO ADD THREE OPEN SITE DRAINS FOR THREE AIR HANDLING UNITS.,0.0,70.0,,,1177362.905388269,1906991.4436009957,2006,11,6,0,1
48191,1744791,100148663,PERMIT - RENOVATION/ALTERATION,2006-11-17T00:00:00.000,2007-12-21T00:00:00.000,12600.0,TORRENCE AVE,,"INTERIOR ALTERATION TO EXISTING TRAINING OFFICE AND NEW TWO-STORY ADDITION AS PER PLANS. WORK TO INCLUDE HVAC, ELECT, PLUMB, FP, STRUCT, MOPD & CARPENTRY. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS.",0.0,19582.0,,,1195820.2580787956,1821874.2672059909,2007,12,21,0,1
48627,1746185,100149329,PERMIT - EASY PERMIT PROCESS,2006-11-16T00:00:00.000,2006-11-17T00:00:00.000,3645.0,DOUGLAS BLVD,,"REPAIR BUILDING DRAIN(SEWER), REPAIR INTERIOR STAIRS FROM ENTRY (1ST FLOOR) TO SECOND FLOOR, REPAIR TREADS AND RISERS NO STRUCTURAL WORK.  REPLACE ENTRY DOOR SAME SIZE AND LOCATION.",0.0,480.0,,,1152128.9569995336,1893003.4454015184,2006,11,17,0,1
49050,1751758,100149964,PERMIT - EASY PERMIT PROCESS,2006-11-21T00:00:00.000,2006-11-21T00:00:00.000,3845.0,ASHLAND AVE,,"REINSTALL WOOD DECK AFTER FORMER DECK TETERIORATED DUE TO WATER DAMAGE FROM ROOF DRAINAGE DEFECT. ALL WORK SAME AS EXISITING, SAME LOCATION.",0.0,265.0,,,1165002.8895310652,1925791.968857451,2006,11,21,0,1
