Unnamed: 0,id,permit_,permit_type,application_start_date,issue_date,street_number,street_name,work_type,work_description,subtotal_waived,total_fee,census_tract,ward,xcoordinate,ycoordinate,issue_year,issue_month,issue_day,is_solar,is_flood
160780,2072704,100302962,PERMIT - EASY PERMIT PROCESS,2009-07-28T00:00:00.000,2009-07-28T00:00:00.000,229.0,55TH PL,,PER VIOLATION - REMOVE OBSTRUCTION FROM PLUMBING AND DRAING SYSTEM IN 1ST FLOOR BATHROOM TUB AND SINK DRAIN. TUCKPOINTING REAR OF  BUILDING (1250 SQ. FT). NO GRINDING AND NO POWER WASHING.,0.0,275.0,4004.0,20.0,1178894.609251128,1868239.7963590028,2009,7,28,0,1
160980,2073245,100303254,PERMIT - EASY PERMIT PROCESS,2009-07-29T00:00:00.000,2009-07-29T00:00:00.000,310.0,HALSTED ST,,REPLACE PVC DRAIN WITH METAL DRAIN FOR SINK ON 1 ST FLOOR. PLUMBING WORK ONLY. SUBJECT TO FIELD INSPECTIONS.,0.0,100.0,2818.0,27.0,1171058.196753619,1898731.7646280036,2009,7,29,0,1
161072,2073538,B100303421,PERMIT – EXPRESS PERMIT PROGRAM,2009-07-30T00:00:00.000,2009-08-19T00:00:00.000,4745.0,LINCOLN AVE,Electrical Work,INSTALLATION OF A LOW VOLTAGE SECURITY ALARM SYSTEM JOB # 329-11126 MARBLES THE BRAIN STORE  SUSAN BULLEY  ADT SALES REP PHIL DOYSE,0.0,50.0,40600.0,47.0,1159773.637027553,1931535.622769156,2009,8,19,0,1
161076,2073544,100303425,PERMIT - REINSTATE REVOKED PMT,2009-07-30T00:00:00.000,2009-07-30T00:00:00.000,121.0,LA SALLE ST,,"REINSTATE PERMIT #100258331 FOR: FOURTH FLOOR BALCONY ROOFS. BALCONY RESTORATION, DRAINAGE AND LIGHTNING AS PER PLANS.",492.81,492.81,3202.0,42.0,1175153.4138235124,1901013.5354137872,2009,7,30,0,1
161149,2073670,100303514,PERMIT - EASY PERMIT PROCESS,2009-07-30T00:00:00.000,2009-07-30T00:00:00.000,565.0,ADAMS ST,,REPLACING CONCRETE SLAB ON LOADING DOCK AND WATERPROOFING. NEW ADJUSTIBLE CAST IRON TOP TO EXISTING DRAIN BODIES. SLOPE DRAINS. REMOVE AND REPLACE DOOR SAME SIZE AND LOCATIONS.,0.0,475.0,2819.0,2.0,1172453.6966952118,1899315.2721827324,2009,7,30,0,1
161362,2074094,100303783,PERMIT - EASY PERMIT PROCESS,2009-07-31T00:00:00.000,2009-07-31T00:00:00.000,6523.0,WOODLAWN AVE,,PLUMBING ONLY TO ADDRESS ALL PLUMBING VIOLATIONS TO  REPAIR WATER SUPPLY AND REPLACE DEFECTIVE FAUCETS AND REMOVE OBSTRUCTION FROM DRAINAGE SYSTEM.,0.0,100.0,4210.0,20.0,1185380.2642947757,1861888.84383427,2009,7,31,0,1
161842,2075049,100304381,PERMIT - RENOVATION/ALTERATION,2009-08-26T00:00:00.000,2009-08-27T00:00:00.000,6728.0,RAVEN ST,,"REVISION TO PERMIT #100295814 - INTERIOR AND EXTERIOR ALTERATIONS - ERECT BASEMENT EXTERIOR DOOR, RETAINING WALL, FLOOR DRAIN, CONCRETE STEPS LEADING UP TO REAR YARD, 3 BASEMENT WINDOWS, ELECTRICAL, AND REPLACE EXISTING BRICK VENEER AS PER PLANS TO CORRECT VIOLATIONS.",0.0,1784.88,1002.0,41.0,1130318.6419588025,1940696.4595304136,2009,8,27,0,1
161971,2075437,100304609,PERMIT - RENOVATION/ALTERATION,2009-08-12T00:00:00.000,2009-09-18T00:00:00.000,300.0,HILL ST,,"309 UNITS, NINE STORIES, RESIDENTIAL, CONCRETE REPAIR @ PENTHOUUSE AND FLOOR DRAIN REPLACEMENT AS PER PLANS",0.0,975.0,809.0,27.0,1174106.1035957383,1907721.5734732656,2009,9,18,0,1
162087,2075742,100304759,PERMIT - EASY PERMIT PROCESS,2009-08-06T00:00:00.000,2009-08-06T00:00:00.000,3155.0,DIVERSEY AVE,,PLUMBING ONLY - INSTALL CLEANOUT ON BUILDING DRAIN IN GARAGE ARE,0.0,100.0,2205.0,35.0,1154620.0590740491,1918403.015320657,2009,8,6,0,1
162146,2075977,100304835,PERMIT - NEW CONSTRUCTION,2009-08-13T00:00:00.000,2009-11-12T00:00:00.000,11520.0,MARSHFIELD AVE,,"NEW CONSTRUCTION OF A 34,981SF HEALTH CLUB.  HEALTH CLUB INCLUDES SWIMMING POOL, AEROBICS, LOCKER ROOMS AND CARDIO/WEIGHT TRAINING AREAS.  ASSEMBLY OCCUPANCY (C-1 LARGE ASSEMBLY); 1,164 OCCUPANTS.",0.0,11518.92,7505.0,34.0,1167397.813989734,1828206.7255659965,2009,11,12,0,1
162588,2076990,100305428,PERMIT - EASY PERMIT PROCESS,2009-08-11T00:00:00.000,2009-08-11T00:00:00.000,1230.0,DEVON AVE,,"PLUMBING ONLY: WORK TO ONE COMMERCIAL UNIT ONLY ""CASH AMERICA- STORE # 1803"": FLOOD CONTROL/ REMOVE PVC PLUMBING PIPES, REMOVE LAUNDRY TUB PER BUILDING VIOLATIONS; SUBJECT TO FIELD INSPECTIONS",0.0,100.0,105.0,40.0,1166760.4945543949,1942680.0899590277,2009,8,11,0,1
163191,2078300,100306162,PERMIT - EASY PERMIT PROCESS,2009-08-14T00:00:00.000,2009-08-14T00:00:00.000,6125.0,STEWART AVE,,FINISH FLOOR DRAIN AND SUMP AND ALL OTHER PLUMBING VIOLATIONS.,0.0,275.0,6802.0,20.0,1174718.3770435208,1864182.8784607488,2009,8,14,0,1
163386,2078694,100306410,PERMIT - RENOVATION/ALTERATION,2009-09-18T00:00:00.000,2010-04-27T00:00:00.000,250.0,111TH ST,,"ATHLETIC CENTER ADDITION, PERFORMING ARTS CENTER ADDITION, ASSOCIATED SITE WORK AND MINOR RENOVATION TO THE EXISTING GWENDOLYN BROOKS COLLEGE PREPARATORY ACADEMY AS PER PLANS.  STORMWATER REVIEW FEE PAID TO REVIEWER ON 3/18/10.",150.0,150.0,4909.0,9.0,1180061.7813614914,1831459.212896627,2010,4,27,0,1
163646,2079256,100306703,PERMIT - EASY PERMIT PROCESS,2009-08-19T00:00:00.000,2009-08-21T00:00:00.000,8622.0,CATALPA AVE,,"RAISE 1 KITHCEN SINK VALVES & DRAIN, RAISE TOILET VALVE & REPLACE FIXTURE, RAISE 1 SINK\LAV VALVES & DRAIN & REPLACE FIXTURES.",0.0,250.0,7608.0,41.0,1117714.0167681407,1935432.7396605285,2009,8,21,0,1
164767,2082419,100308098,PERMIT - EASY PERMIT PROCESS,2009-08-28T00:00:00.000,2009-08-28T00:00:00.000,4314.0,MASON AVE,,REPAIR DRAINAGE IN BASEMENT OF SINGLE FAMILY.,0.0,100.0,1504.0,38.0,1135864.985862317,1928152.7643661776,2009,8,28,0,1
164929,2082680,100308280,PERMIT - RENOVATION/ALTERATION,2009-08-31T00:00:00.000,2009-08-31T00:00:00.000,2550.0,MADISON ST,,REVISION TO PERMIT 100297123 TO ADD 1200 SQFT TO THE 4TH FLOOR SPACE ABOVE EXISTING TRAINING IN NORTH-EAST CORNER OF THE BUILDING. REVISION TO ERS. GREEN PERMIT PROGRAM,0.0,825.0,2807.0,2.0,1159335.3001431357,1899967.2581314875,2009,8,31,0,1
164936,2082691,100308288,PERMIT - EASY PERMIT PROCESS,2009-08-31T00:00:00.000,2009-09-08T00:00:00.000,4342.0,ELSTON AVE,,RE PIPING 3 COMPARTMENT SINK WITH OPEN SIDE DRAINS & INSTALL 2 THERMOSTAT VALVES FOR THE LAVS.,0.0,300.0,1603.0,39.0,1148883.7859332152,1928460.289060556,2009,9,8,0,1
164994,2082858,100308356,PERMIT - EASY PERMIT PROCESS,2009-08-31T00:00:00.000,2009-08-31T00:00:00.000,10501.0,AVENUE N,,"PLUMBING 1ST FLOOD ONLY BATHROOM: INSALL WASTE AND OVERFLOW FOR TUB, NEW FAUCET FOR TUB, NEW LAV. FAUCET AND TRAP AND NEW TOILET. KITCHEN NEW SINK AND STRAIGHTEN WATER SUPPLY PIPING & DRAIN LINE ALONG W/STOP",0.0,100.0,5203.0,10.0,1201220.7394013898,1835907.0959076951,2009,8,31,0,1
165446,2084141,100308913,PERMIT - EASY PERMIT PROCESS,2009-09-03T00:00:00.000,2009-09-03T00:00:00.000,2719.0,ST GEORGES CT,,"REPAIR/PATCH DRYWALL, NEW TILES IN BATHROOM, FLOODING IN KITCHEN, REPLACE THREE WINDOWS AND REPLACE COUNTER TOP ( NO PLUMBER OR ELECT WORK ), SUBJECT TO FIELD INSPECTION",0.0,175.0,2214.0,1.0,1157596.817355195,1914627.901645769,2009,9,3,0,1
165522,2084368,100308996,PERMIT - EASY PERMIT PROCESS,2009-09-03T00:00:00.000,2009-09-03T00:00:00.000,3534.0,POLK ST,,"REPAIR/REPLACE 5/8 GYP BD. REPALCE WINDOWS, FLOODING. UPGRADE ELECT, REPLACE  EIGHT PLUMBER FIXTURES, TWO BATHROOM SINKS, TOILETS, TUB, AND TWO KITCHEN SINKS., AND TWO HOT WATER TANKS.  REPAIR  OR REPLACE  DEFECTIVE OR MISSING  MEMBERS OF  REAR PORCH SYSTEM BEAMS 2ND FL- 1ST FL STRINGER, DECKING TREADS, RISERS AND RAILS WITH NEEDED  SUBJECT TO FIELD INSPECTION",0.0,625.0,2715.0,24.0,1152787.2709044863,1896178.394035414,2009,9,3,0,1
165685,2084765,100309254,PERMIT - EASY PERMIT PROCESS,2009-09-04T00:00:00.000,2009-09-04T00:00:00.000,1510.0,104TH ST,,"REPLACE GARAGE DOORS, GUTTERS  WINDOWS, DRYWALL, DOORS. REPAIR INTERIOR STAIRS. INSTALL FLOORING, TILES, CABINETS & COUNTERTOPS. REPLACE COPPER WATER PIPING & REPLACE DAMAGED DRAINS WHERE NEEDED SAME AS EXISTING REPLACE PLUMBING FIXTURES. REPAIR REAR DECK (DECKING & RAILING). ELECTRICAL REPAIR (LIGHTING & RECEPTACLES)- ALL WORK SAME AS EXISTING; (NO STRUCTURAL WORK) SUBJECT TO FIELD INSPECTIONS",0.0,425.0,7207.0,19.0,1168085.7265143378,1835819.1744375129,2009,9,4,0,1
166368,2086498,100310093,PERMIT - EASY PERMIT PROCESS,2009-09-11T00:00:00.000,2009-09-11T00:00:00.000,355.0,ASHLAND AVE,,GRINDING AND TUCKPOINTING 500 SQ FT. REPAIR/REPLACE 100 LINEAR FEET OF DRAIN TILE. WATER PROOF FOUNDATION WALL 400 SQ FT. REPLACE 50 BRICKS.,425.0,425.0,2803.0,27.0,1165709.64705369,1902508.8898877343,2009,9,11,0,1
166542,2086834,100310299,PERMIT - EASY PERMIT PROCESS,2009-09-14T00:00:00.000,2009-09-14T00:00:00.000,6922.0,WILDWOOD AVE,,REPLACE DRAIN TILES ONLY AND 4 TRAPS PLUMBING ONLY. NO OTHER WORK UNDER THIS PERMIT.,0.0,275.0,1201.0,41.0,1136688.1875381984,1945724.7851431137,2009,9,14,0,1
167030,2088078,100310910,PERMIT - EASY PERMIT PROCESS,2009-09-16T00:00:00.000,2009-09-16T00:00:00.000,12150.0,LOWE AVE,,"PLUNBING ONLY : REPAIR/REPLACE HOUSE DRAIN TO RECEIVE & CONVEY DISCHARGE FROM PLUMBING FIXTURES TO SEWER. REPIPE 1 1/2 TO 2"" PIPE SIZE IN BATHTUB & BATH SINK. ALSO VENT BASIN IN THE BSMT PER BUILDING VIOLATIONS; SUBJECT TO FIELD INSPECTIONS",0.0,150.0,5305.0,34.0,1174141.0130391382,1824090.7815287549,2009,9,16,0,1
167158,2088398,100311070,PERMIT - EASY PERMIT PROCESS,2009-09-17T00:00:00.000,2009-09-17T00:00:00.000,2205.0,MAPLEWOOD AVE,,"FIRST FLOOR BATHROOM  ONLY: REPLACE THREE  FIXTURES TUB,SINK,TOILET, FLOODS, DRYWALL ( ELECT 100310730 ). SUBJECT TO FIELD INSPECTION",0.0,225.0,2215.0,1.0,1158987.2267478397,1914743.9802920737,2009,9,17,0,1
167343,2088851,100311309,PERMIT - EASY PERMIT PROCESS,2009-09-18T00:00:00.000,2009-09-21T00:00:00.000,6607.0,ABERDEEN ST,,"REPLACE 3 SHEETS OF DRYWALL. REPAIR PLUMBING PIPES, REPAIR WASTE DRAIN PIPES\LINES AS NEEDED. INSTALL PLUMBING FIXTURES, SINK, TOILET, WATER HEATER, SAME LOCATION.INSTALL 4 DOORS, 8 WINDOWS. INTALL FLOOR & CARPETING. NO ELECTRICAL WORK AND NO STRUCTURAL WORK.",0.0,275.0,6810.0,17.0,1170160.6039480588,1860947.1852297385,2009,9,21,0,1
167473,2089222,100311496,PERMIT - EASY PERMIT PROCESS,2009-09-21T00:00:00.000,2009-09-21T00:00:00.000,1539.0,LATROBE AVE,,"WORK TO ADDRESS PORCH VIOLATION ONLY - INSTALL BOLTS AS NEEDED AND RAISE RAINLING TO 42"" MIN. NO STRUCTURAL WORK. SUBJECT TO FILED INSPECTION.",0.0,200.0,2507.0,37.0,1141120.7169913475,1909895.5964114843,2009,9,21,0,1
167486,2089255,100311511,PERMIT - EASY PERMIT PROCESS,2009-09-21T00:00:00.000,2009-10-16T00:00:00.000,4236.0,COTTAGE GROVE AVE,,"WORK TO ADDRESS VIOLATIONS - MASONRY WORK: REMOVE AND REPLACE LOOSE BRICK (200 SQ. FT) OVER LINTELS, TUCKPOINTING (2000 SQ. FT). POWER WASHING AS NEEDED. WINDOWS (28) SAME SIZE AND LOCATION. ELECTRICAL CIRCUITS AND OUTLETS,REPAIR PLUMBING PER VIOLATIONS: DRAIN COVERS, CLEAN SEWER VENT. NO STRUCTURAL WORK. SUBJECT TO FIELD INSPECTION.",0.0,550.0,3801.0,4.0,1182276.7771698358,1876908.9392139895,2009,10,16,0,1
167826,2090131,100311989,PERMIT - EASY PERMIT PROCESS,2009-09-23T00:00:00.000,2009-09-23T00:00:00.000,1817.0,WELLINGTON AVE,,"CORRECT EXISTING PLUMBING.REPIPE 3-COMP SINK,REPLACE KITCHEN SINK,REPLACE LAV DRAIN AND URINAL DRAIN,REPIPE GAS,COLD AND HOT WATER ON WATER HEATER",0.0,325.0,513.0,32.0,1163553.364576835,1919908.5057446633,2009,9,23,0,1
167865,2090213,100312034,PERMIT - EASY PERMIT PROCESS,2009-09-23T00:00:00.000,2009-09-23T00:00:00.000,119.0,110TH ST,,"REMOVE\REPLACE PLUMBING FIXTURES. REPAIR WASTE DRAIN WATER PUMP, REPLACE 6 DOORS, 10 WINDOWS.",0.0,550.0,4910.0,34.0,1177338.2531676418,1831971.8981448968,2009,9,23,0,1
167914,2090364,B100312102,PERMIT – EXPRESS PERMIT PROGRAM,2009-09-24T00:00:00.000,2009-09-24T00:00:00.000,5600.0,OZARK AVE,Electrical Work,INSTALL CIRCUIT FOR FLOOD CONTROL,0.0,100.0,100500.0,41.0,1123628.933022901,1936279.7294795525,2009,9,24,0,1
168133,2090911,100312374,PERMIT - RENOVATION/ALTERATION,2009-11-24T00:00:00.000,2009-11-24T00:00:00.000,626.0,JACKSON BLVD,,"REVISION TO PERMIT FOR AUDITED SELF-CERT. PERMIT NO.100297702  ALTERATIONS TO EXISTING OFFICE TENANT SPACE INCLUDING ARCHITECTURAL, REFRIGERATION, VENTILATION, ELECTRICAL, AND PLUMBING WORK.- INCLUDES TRAINING CENTER, NO DAY LABOR (SELF-CERT AUDIT)",0.0,375.0,2819.0,2.0,1172043.6888426903,1898924.385050776,2009,11,24,0,1
168240,2091121,B100312501,PERMIT – EXPRESS PERMIT PROGRAM,2009-09-28T00:00:00.000,2009-09-28T00:00:00.000,181.0,MADISON ST,Monthly Maintenance Permit,TEMPORARY WIRING FOR TRAIN RIDE 11/27/09- 12/20/09,0.0,50.0,320300.0,34.0,1174892.3421391847,1900310.264704648,2009,9,28,0,1
168482,2091678,100312791,PERMIT - EASY PERMIT PROCESS,2009-09-29T00:00:00.000,2009-09-29T00:00:00.000,7000.0,64TH ST,,INSTALL 81 LN. FT. OF INTERIOR 4'' DRAIN TILE.,0.0,275.0,6405.0,23.0,1130810.4242004135,1861328.4390092792,2009,9,29,0,1
168720,2092177,100313077,PERMIT - EASY PERMIT PROCESS,2009-09-30T00:00:00.000,2009-09-30T00:00:00.000,3801.0,ASHLAND AVE,,REMOVE PVC AND REPLACE WITH COPPER\CAST IRON FOR EJECTOR PUMP & DRAIN LINE.(WORK IN 3801 BASEMENT ONLY PER VIOLATIONS.),0.0,300.0,604.0,47.0,1165014.8153135849,1925338.5319693224,2009,9,30,0,1
169002,2092782,100313522,PERMIT - NEW CONSTRUCTION,2009-11-18T00:00:00.000,2010-08-25T00:00:00.000,1404.0,OHIO ST,,"NEW CONSTRUCTION OF A (3) STORY MODULAR SINGLE FAMILY RESIDENCE.  SCOPE OF WORK INCLUDES (1) ARRAY OF (2) SOLAR THERMAL PANELS ON ROOF, (4) ARRAYS OF (4) PHOTOVOLTAIC PANELS ON ROOF FOR A TOTAL OF (16) PV PANELS, (540) S.F. GREEN ROOF, (6) RAIN BARRELS FOR IRRIGATION ONLY, AND DETACHED (2) CAR GARAGE.  GREEN PERMIT PROGRAM BENEFIT TIER II (CHICAGO GREEN HOMES 3 STARS RATING).",1000.0,1225.0,2433.0,27.0,1166886.2988945553,1904165.6433777185,2010,8,25,1,1
169301,2107957,100313886,PERMIT - EASY PERMIT PROCESS,2009-10-05T00:00:00.000,2009-10-05T00:00:00.000,6955.0,BARRY AVE,,"INSTALL 132 LF OF INTERIOR 4"" TALL PVC DRAIN TILE, NEW BASIN, 1/2 HP PUMP- SUBJECT TO FIELD INSPECTIONS",0.0,100.0,1801.0,36.0,1129287.7848238086,1919780.9772277337,2009,10,5,0,1
169515,2108522,100314143,PERMIT - EASY PERMIT PROCESS,2009-10-06T00:00:00.000,2009-10-06T00:00:00.000,1246.0,GLENLAKE AVE,,"REPAIR HOUSE DRAIN IN BASEMENT, S.A.E. SUBJECT TO FIELD INSPECTION PLUMBING ONLY.",0.0,100.0,302.0,48.0,1166702.1514733096,1940686.2185349788,2009,10,6,0,1
169803,2109161,100314501,PERMIT - EASY PERMIT PROCESS,2009-10-08T00:00:00.000,2009-10-08T00:00:00.000,4747.0,IRVING PARK RD,,PLUMBING ONLY: REPLACE ROOF DRAINS & DOWNSPOUTS SYSTEM; SUBJECT TO FIELD INSPECTIONS,0.0,100.0,1509.0,38.0,1143681.7026969346,1926121.64140793,2009,10,8,0,1
170052,2109790,100314802,PERMIT - EASY PERMIT PROCESS,2009-10-09T00:00:00.000,2009-10-14T00:00:00.000,6745.0,CLAREMONT AVE,,"REPLACE WATER LINE, TOLIET, SINK, TUB, HOT WATER AND DRAIN LINES. PLUMBING ONLY NO PLANS REQUIRED PER DEMO.",0.0,100.0,6607.0,17.0,1161940.824828068,1859688.1773002113,2009,10,14,0,1
170265,2110364,100315193,PERMIT - EASY PERMIT PROCESS,2009-10-13T00:00:00.000,2009-10-13T00:00:00.000,1511.0,66TH PL,,"ALL ELEVATIONS: TUCK-POINTING  5000 SQ FT. REPAIR AND REPLACE  EIGHT PLUMBING FIXTURES TWO K.S, AND SIX  PLUMBING FIXTURES. ELECTRICAL.  TWO WATER HEATERS 50 GAL IN EACH UNIT. REPLACE 60 AS NEEDED. ELECTRICAL WINDOWS,  FLOODING, DOORS. REPAIR GARAGE ROOF SHINGLES AND PLYWOOD AS NEED AND  O.H. DOOR SAME SIZE AND LOCATION( NO GRINDING, OR STRUCTURAL WORK ).ALL WORK SAME AS EXISTING. SUBJECT TO FIELD INSPECTION",0.0,950.0,4211.0,5.0,1187466.840794071,1861161.067822684,2009,10,13,0,1
170450,2110772,100315438,PERMIT - EASY PERMIT PROCESS,2009-10-14T00:00:00.000,2009-10-14T00:00:00.000,1027.0,MASSASOIT AVE,,PLUMBING ONLY: CORRECT DRAINAGE ON SANITARY STACK PER BUILDING VIOLATIONS; SUBJECT TO FIELD INSPECTIONS,0.0,100.0,2513.0,29.0,1137871.1333123436,1906390.6503727995,2009,10,14,0,1
170487,2110848,100315479,PERMIT - EASY PERMIT PROCESS,2009-10-14T00:00:00.000,2009-10-14T00:00:00.000,2615.0,FARRELL ST,,"FLAT ROOF TEAR-OFF: INSTALL DECKING, DOUBLE MODIFIED BITUMEN, ROOF VENTS, ALUMINUM DRAINS, FLASHING, AND ALUMINUM COATING WITH A RELECTIVA LEVEL OF AY LEAST 0.72 OR 0.5 AFTER THREE YEARS. NO STRUCTURAL WORK.",0.0,375.0,6006.0,11.0,1168696.10963603,1886767.7478434944,2009,10,14,0,1
170523,2110922,100315531,PERMIT - RENOVATION/ALTERATION,2009-10-19T00:00:00.000,2009-12-23T00:00:00.000,5650.0,KENMORE AVE,,"NON-STRUCTURAL DEMOLITION OF EXISTING 10-STORY APARTMENT BUILDING AT 5650 N. KENMORE AVE. INSTALLATION OF NEW TEMPORARY ELECTRICAL POWER SYSTEM AND STANDPIPE RISER. REPAIR AND ALTERATION OF ROOF AND SUBSOIL DRAINAGE. NEW WOOD JOISTS AND PLYWOOD SHEATHING FOR TEMPORARY ROOF CLOSURE. FIRE ESCAPE REMOVAL, NEW SUMP PUMP",17160.79,17160.79,306.0,48.0,1168181.1238168452,1937918.400495236,2009,12,23,0,1
170667,2111375,100315716,PERMIT - RENOVATION/ALTERATION,2009-10-15T00:00:00.000,2009-10-21T00:00:00.000,13068.0,GREENWOOD AVE,,ALTGELD / MURRAY PHASE IV - BLOCKS 9 & 10: CONSTRUCTION OF NEW LAUNDRY BUILDING INCLUDING ACCESSIBILITY AND CIVIL / LANDSCAPE SITE IMPROVEMENTS AS PER PLANS (CERTIFICATE OF OCCUPANCY REQUIRED)(STORMWATER & RENOVATION OF 240 DWELLING UNITS UNDER SEPARATE REVIEWS),75.0,75.0,5401.0,9.0,1185745.4152744005,1818702.072969827,2009,10,21,0,1
171412,2113270,100316764,PERMIT - EASY PERMIT PROCESS,2009-10-22T00:00:00.000,2009-10-22T00:00:00.000,555.0,CORNELIA AVE,,"DRAIN REPLACEMENT AT ROOF S.A.E. TO TIE INTO EXISTING PLUMBING SEWER AND WATERPROOFING, CAULKING  REPLACEMENT AT PARAPET EDGE 4300 SQ FT. SUBJECT TO FIELD INEPCTION. ALL WORK S.A.E.",0.0,425.0,619.0,46.0,1171686.7018055855,1923662.046290278,2009,10,22,0,1
171511,2113543,B100316901,PERMIT – EXPRESS PERMIT PROGRAM,2009-10-22T00:00:00.000,2009-11-06T00:00:00.000,1608.0,WELLS ST,Electrical Work,INSTALLATION OF A LOW VOLTAGE SECURITY ALARM SYSTEM JOB # 332-57485  THE SECOND CITY TRAINING CNTR    MICHAEL CONWAY TRAINING CENTER  MARC SLOTTEN SALES REP,0.0,50.0,71500.0,2.0,1174365.8002956903,1911090.7308891944,2009,11,6,0,1
171596,2113758,100317005,PERMIT - RENOVATION/ALTERATION,2009-10-29T00:00:00.000,2009-12-03T00:00:00.000,200.0,RANDOLPH ST,,REPAIR EXISTING BASEMENT CONCRETE SLAB ON GRADE WITH REMOVAL & REPLACEMENT OF EXISTING FLOOR DRAINS & APPROX. 1600 LINEAR FEET OF PIPING AS PER PLANS.,0.0,25390.0,3201.0,42.0,1177881.3368513435,1901352.1099776088,2009,12,3,0,1
172339,2115555,100317996,PERMIT - EASY PERMIT PROCESS,2009-10-29T00:00:00.000,2009-10-29T00:00:00.000,2754.0,WASHINGTON BLVD,,PLUMBING ONLY: INSTALLATION OF SEVEN RESIDENTIAL TYPE GREASE TRAP & 7 WATER HEATER DRAIN PANS; SUBJECT TO FIELD INSPECTIONS,0.0,350.0,2701.0,2.0,1157783.3027075508,1900603.2672575233,2009,10,29,0,1
172762,2116480,100318560,PERMIT - EASY PERMIT PROCESS,2009-11-02T00:00:00.000,2009-11-02T00:00:00.000,1100.0,CLARK ST,,"PLUMBING ONLY, REPLACE DRAINS & SUSPENDED PIPING AS NEEDED. (REVISION TO PERMIT # 100293606)",0.0,100.0,810.0,42.0,1175300.3806057607,1907625.7846867049,2009,11,2,0,1
172773,2116503,100318571,PERMIT - NEW CONSTRUCTION,2009-11-20T00:00:00.000,2010-05-10T00:00:00.000,3715.0,WESTERN AVE,,ERECT ONE (1) STORY AUTO RETAIL PARTS STORE (AUTOZONE) AS PER PLANS. STORMWATER REVIEW FEE OF $1000 PAID TO REVIEWER ON 3-9-10.,0.0,1725.0,505.0,47.0,1159752.5849033163,1924680.332989728,2010,5,10,0,1
172776,2116506,100318574,PERMIT - NEW CONSTRUCTION,2010-04-19T00:00:00.000,2010-10-29T00:00:00.000,6632.0,HALSTED ST,,ERECT A ONE (1) STORY AUTO RETAIL PARTS STORE (AUTOZONE) AS PER PLANS. $1000 STORMWATER REVIEW FEE WAS COLLECTED ON 7/22/10 BY STORMWATER REVIEWER.,1000.0,2925.0,6810.0,16.0,1172074.98185539,1860727.370681743,2010,10,29,0,1
173063,2117136,100318948,PERMIT - EASY PERMIT PROCESS,2009-11-04T00:00:00.000,2009-11-04T00:00:00.000,2627.0,ELSTON AVE,,"INSTALL 1 HAND SINK AND WATER LINES,AND  FLOOR DRAINS FOR REFRIGATED CASES PLUMBING ONLY SUBJECT TO FIELD INSPECTION.",0.0,100.0,2201.0,1.0,1161027.1481183649,1917565.451325267,2009,11,4,0,1
173321,2117812,100319251,PERMIT - EASY PERMIT PROCESS,2009-11-05T00:00:00.000,2009-11-05T00:00:00.000,333.0,WABASH AVE,,"REPLACE ROOF METAL PANELS 1 ROOF DRAIN WITH ASSOCIATED PIPING,HATCH AND GUARDRAILS,ALL WORK SAME AS EXISTING",0.0,275.0,3204.0,2.0,1176902.462136074,1898726.8453433788,2009,11,5,0,1
173815,2119057,100319841,PERMIT - EASY PERMIT PROCESS,2009-11-10T00:00:00.000,2009-11-10T00:00:00.000,5209.0,ABERDEEN ST,,"REPAIR & REPLACE EXISTING PLUMBING FIXTURES WATER & DRAIN PIPES DUE TO THEFT. DRYWALL INSTALLATION (3 SHEETS), PLASTER & PLUMBING.  1 WINDOWS POLICE REPORT HR512751 FOR THE THEFT",0.0,275.0,6120.0,16.0,1169908.2774546095,1870203.2438911393,2009,11,10,0,1
174209,2120006,100320305,PERMIT - EASY PERMIT PROCESS,2009-11-13T00:00:00.000,2009-11-13T00:00:00.000,5148.0,AVERS AVE,,"FLOOD DAMAGE-INTERIOR WORK IN EIGHT UNITS 5148-1W,5150-1W, 5152-1,5154-1,5156-1W,1E,5158-1W,G ONLY: REINSTALL EXISTING BATHROOM WATER CLOSETS AND LAV'S. SPRAY WATERPROOFING INTERIOR SIDE EXISTING MASONRY WALLS. REPLACE GYPSUUM WALL BOARD. NEW FLOORING  CORRIDORS AND  BATHROOMS. REPLACE DOORS AND CASEWORK. TAPING AND FINISH , PAINTING WALLS. ALL WORK SAME AS EXISTING. SUBJECT TO FIELD INSPECTION - ELECTRICAL PERMIT #100317060",0.0,600.0,1403.0,39.0,1149740.0724633953,1934121.7756847432,2009,11,13,0,1
174313,2120290,100320438,PERMIT - RENOVATION/ALTERATION,2009-11-16T00:00:00.000,2010-01-26T00:00:00.000,921.0,LAFLIN ST,,PROVIDE FLOOR DRAINS IN EACH MECHANICAL ROOM AND REPLACE PORCH SYSTEM AS SHOWN ON DRAWINGS. EXISTING 11 UNITS BUILDING AS PER PLANS,0.0,962.45,2831.0,25.0,1166568.908906519,1895881.5853104389,2010,1,26,0,1
174331,2120330,100320457,PERMIT - EASY PERMIT PROCESS,2009-11-16T00:00:00.000,2009-11-16T00:00:00.000,1.0,WACKER DR,,REPLAC 3RD FLOOR TERRACE ROOF AND REPAIR DRAINS ON 2ND FLOOR ONLY WORK SAME AS NEEDED. NO WORK TO ACTUAL ROOF OF BUILDING. NO STURATURAL WORK.,0.0,475.0,3202.0,42.0,1176294.2428538057,1902094.1554483755,2009,11,16,0,1
